user_id,target_role,background_level,study_hours_per_week,market_scenario,gap_score,readiness_label,top_missing_skill_1,top_missing_skill_2,top_missing_skill_3,estimated_weeks_ready,current_skills_json
USR-2453,Frontend Developer,Pemula,10.6,Kompetitif,0.7901,unknown,CSS,GitHub,npm/yarn,108.9,"{""HTML"": 32, ""CSS"": 3, ""JavaScript"": 25, ""TypeScript"": 25, ""React"": 16, ""Vue.js"": 50, ""REST API"": 18, ""Git"": 34, ""Responsive Design"": 23, ""Web Performance"": 6, ""VS Code"": 9, ""Chrome DevTools"": 20, ""Webpack"": 3, ""npm/yarn"": 3, ""Figma (Basic)"": 0, ""GitHub"": 3, ""Problem Solving"": 37, ""Collaboration"": 39, ""Attention to Detail"": 45, ""Time Management"": 23}"
USR-2454,Frontend Developer,Pemula,11.2,Normal,,Significant Gap,HTML,Responsive Design,CSS,78.4,"{""HTML"": 10, ""CSS"": 23, ""JavaScript"": 27, ""TypeScript"": 21, ""React"": 19, ""Vue.js"": 29, ""REST API"": 19, ""Git"": 19, ""Responsive Design"": 9, ""Web Performance"": 33, ""VS Code"": 26, ""Chrome DevTools"": 17, ""Webpack"": 0, ""npm/yarn"": 23, ""Figma (Basic)"": 9, ""GitHub"": 46, ""Problem Solving"": 32, ""Collaboration"": 37, ""Attention to Detail"": 39, ""Time Management"": 29}"
USR-2455,Frontend Developer,Pemula,12.4,Kompetitif,0.7141,Significant Gap,CSS,REST API,HTML,87.1,"{""HTML"": 18, ""CSS"": 6, ""JavaScript"": 32, ""TypeScript"": 29, ""React"": 29, ""Vue.js"": 18, ""REST API"": 0, ""Git"": 33, ""Responsive Design"": 32, ""Web Performance"": 15, ""VS Code"": 43, ""Chrome DevTools"": 41, ""Webpack"": 50, ""npm/yarn"": 22, ""Figma (Basic)"": 29, ""GitHub"": 17, ""Problem Solving"": 50, ""Collaboration"": 33, ""Attention to Detail"": 48, ""Time Management"": 29}"
USR-2456,Frontend Developer,Pemula,14.4,Booming,0.7102,Significant Gap,CSS,VS Code,GitHub,44.6,"{""HTML"": 30, ""CSS"": 11, ""JavaScript"": 40, ""TypeScript"": 20, ""React"": 32, ""Vue.js"": 8, ""REST API"": 45, ""Git"": 32, ""Responsive Design"": 34, ""Web Performance"": 6, ""VS Code"": 10, ""Chrome DevTools"": 22, ""Webpack"": 43, ""npm/yarn"": 25, ""Figma (Basic)"": 25, ""GitHub"": 16, ""Problem Solving"": 41, ""Collaboration"": 50, ""Attention to Detail"": 50, ""Time Management"": 31}"
USR-2457,Frontend Developer,Pemula,13.6,Normal,0.7015,Significant Gap,JavaScript,REST API,Responsive Design,60.8,"{""HTML"": 37, ""CSS"": 26, ""JavaScript"": 21, ""TypeScript"": 43, ""React"": 34, ""Vue.js"": 11, ""REST API"": 9, ""Git"": 44, ""Responsive Design"": 15, ""Web Performance"": 19, ""VS Code"": 18, ""Chrome DevTools"": 25, ""Webpack"": 38, ""npm/yarn"": 50, ""Figma (Basic)"": 33, ""GitHub"": 36, ""Problem Solving"": 50, ""Collaboration"": 27, ""Attention to Detail"": 34, ""Time Management"": 19}"
USR-2458,Frontend Developer,Lanjutan,8.4,Kompetitif,0.2392,Almost Ready,Chrome DevTools,Responsive Design,Problem Solving,39.7,"{""HTML"": 76, ""CSS"": 75, ""JavaScript"": 92, ""TypeScript"": 90, ""React"": 65, ""Vue.js"": 81, ""REST API"": 82, ""Git"": 76, ""Responsive Design"": 62, ""Web Performance"": 53, ""VS Code"": 87, ""Chrome DevTools"": 53, ""Webpack"": 87, ""npm/yarn"": 77, ""Figma (Basic)"": 65, ""GitHub"": 100, ""Problem Solving"": 64, ""Collaboration"": 86, ""Attention to Detail"": 82, ""Time Management"": 61}"
USR-2459,Frontend Developer,Pemula,3.9,Booming,0.7337,Significant Gap,CSS,TypeScript,Responsive Design,175.0,"{""HTML"": 47, ""CSS"": 0, ""JavaScript"": 31, ""TypeScript"": 0, ""React"": 24, ""Vue.js"": 33, ""REST API"": 26, ""Git"": 22, ""Responsive Design"": 9, ""Web Performance"": 16, ""VS Code"": 36, ""Chrome DevTools"": 50, ""Webpack"": 3, ""npm/yarn"": 6, ""Figma (Basic)"": 29, ""GitHub"": 35, ""Problem Solving"": 47, ""Collaboration"": 48, ""Attention to Detail"": 17, ""Time Management"": 50}"
USR-2460,Frontend Developer,Menengah,9.9,Kompetitif,0.4369,Needs Work,CSS,VS Code,React,58.5,"{""HTML"": 69, ""CSS"": 41, ""JavaScript"": 75, ""TypeScript"": 74, ""React"": 46, ""Vue.js"": 80, ""REST API"": 52, ""Git"": 64, ""Responsive Design"": 48, ""Web Performance"": 67, ""VS Code"": 40, ""Chrome DevTools"": 49, ""Webpack"": 20, ""npm/yarn"": 47, ""Figma (Basic)"": 68, ""GitHub"": 45, ""Problem Solving"": 80, ""Collaboration"": 62, ""Attention to Detail"": 46, ""Time Management"": 55}"
USR-2461,Frontend Developer,Beginner,15.4,,0.7474,Significant Gap,HTML,VS Code,REST API,44.0,"{""HTML"": 8, ""CSS"": 37, ""JavaScript"": 29, ""TypeScript"": 50, ""React"": 26, ""Vue.js"": 12, ""REST API"": 6, ""Git"": 30, ""Responsive Design"": 24, ""Web Performance"": 32, ""VS Code"": 7, ""Chrome DevTools"": 39, ""Webpack"": 21, ""npm/yarn"": 25, ""Figma (Basic)"": 31, ""GitHub"": 23, ""Problem Solving"": 33, ""Collaboration"": 14, ""Attention to Detail"": 17, ""Time Management"": 42}"
USR-2462,Frontend Developer,Pemula,12.7,Kompetitif,0.7204,Significant Gap,JavaScript,HTML,CSS,86.6,"{""HTML"": 7, ""CSS"": 17, ""JavaScript"": 9, ""TypeScript"": 36, ""React"": 43, ""Vue.js"": 29, ""REST API"": 50, ""Git"": 32, ""Responsive Design"": 34, ""Web Performance"": 40, ""VS Code"": 11, ""Chrome DevTools"": 28, ""Webpack"": 46, ""npm/yarn"": 13, ""Figma (Basic)"": 0, ""GitHub"": 32, ""Problem Solving"": 33, ""Collaboration"": 37, ""Attention to Detail"": 42, ""Time Management"": 20}"
USR-2463,Frontend Developer,Menengah,6.3,Kompetitif,0.3909,Almost Ready,React,JavaScript,CSS,105.6,"{""HTML"": 80, ""CSS"": 52, ""JavaScript"": 46, ""TypeScript"": 69, ""React"": 33, ""Vue.js"": 41, ""REST API"": 43, ""Git"": 59, ""Responsive Design"": 60, ""Web Performance"": 46, ""VS Code"": 51, ""Chrome DevTools"": 72, ""Webpack"": 62, ""npm/yarn"": 80, ""Figma (Basic)"": 48, ""GitHub"": 54, ""Problem Solving"": 75, ""Collaboration"": 80, ""Attention to Detail"": 80, ""Time Management"": 80}"
USR-2464,Frontend Developer,Menengah,12.9,,0.4421,Needs Work,Git,JavaScript,VS Code,39.2,"{""HTML"": 58, ""CSS"": 78, ""JavaScript"": 42, ""TypeScript"": 52, ""React"": 76, ""Vue.js"": 45, ""REST API"": 51, ""Git"": 20, ""Responsive Design"": 61, ""Web Performance"": 72, ""VS Code"": 36, ""Chrome DevTools"": 60, ""Webpack"": 57, ""npm/yarn"": 37, ""Figma (Basic)"": 55, ""GitHub"": 56, ""Problem Solving"": 58, ""Collaboration"": 68, ""Attention to Detail"": 65, ""Time Management"": 73}"
USR-2465,Frontend Developer,Pemula,16.0,Kompetitif,0.7345,Significant Gap,CSS,npm/yarn,REST API,67.5,"{""HTML"": 42, ""CSS"": 11, ""JavaScript"": 41, ""TypeScript"": 27, ""React"": 31, ""Vue.js"": 7, ""REST API"": 1, ""Git"": 50, ""Responsive Design"": 50, ""Web Performance"": 0, ""VS Code"": 44, ""Chrome DevTools"": 13, ""Webpack"": 0, ""npm/yarn"": 0, ""Figma (Basic)"": 48, ""GitHub"": 19, ""Problem Solving"": 30, ""Collaboration"": 28, ""Attention to Detail"": 42, ""Time Management"": 31}"
USR-2466,Frontend Developer,Lanjutan,10.5,Booming,0.2346,Almost Ready,JavaScript,React,HTML,24.9,"{""HTML"": 67, ""CSS"": 77, ""JavaScript"": 50, ""TypeScript"": 82, ""React"": 62, ""Vue.js"": 75, ""REST API"": 84, ""Git"": 71, ""Responsive Design"": 73, ""Web Performance"": 81, ""VS Code"": 76, ""Chrome DevTools"": 95, ""Webpack"": 69, ""npm/yarn"": 76, ""Figma (Basic)"": 54, ""GitHub"": 82, ""Problem Solving"": 100, ""Collaboration"": 88, ""Attention to Detail"": 84, ""Time Management"": 85}"
USR-2467,Frontend Developer,Menengah,16.8,Booming,0.4231,Needs Work,JavaScript,Git,React,27.0,"{""HTML"": 75, ""CSS"": 80, ""JavaScript"": 28, ""TypeScript"": 38, ""React"": 42, ""Vue.js"": 40, ""REST API"": 40, ""Git"": 42, ""Responsive Design"": 51, ""Web Performance"": 61, ""VS Code"": 54, ""Chrome DevTools"": 73, ""Webpack"": 65, ""npm/yarn"": 52, ""Figma (Basic)"": 70, ""GitHub"": 80, ""Problem Solving"": 75, ""Collaboration"": 67, ""Attention to Detail"": 50, ""Time Management"": 75}"
USR-2468,Frontend Developer,Menengah,7.8,Normal,0.4545,Needs Work,CSS,Git,Chrome DevTools,66.5,{bad_json
USR-2469,Frontend Developer,Pemula,17.1,Kompetitif,0.7453,Significant Gap,GitHub,VS Code,React,62.0,"{""HTML"": 35, ""CSS"": 41, ""JavaScript"": 50, ""TypeScript"": 24, ""React"": 18, ""Vue.js"": 4, ""REST API"": 30, ""Git"": 24, ""Responsive Design"": 37, ""Web Performance"": 22, ""VS Code"": 5, ""Chrome DevTools"": 28, ""Webpack"": 16, ""npm/yarn"": 50, ""Figma (Basic)"": 9, ""GitHub"": 0, ""Problem Solving"": 24, ""Collaboration"": 36, ""Attention to Detail"": 30, ""Time Management"": 6}"
USR-2470,Frontend Developer,Menengah,,Normal,0.4084,Needs Work,REST API,VS Code,HTML,36.1,"{""HTML"": 47, ""CSS"": 80, ""JavaScript"": 62, ""TypeScript"": 55, ""React"": 79, ""Vue.js"": 31, ""REST API"": 25, ""Git"": 58, ""Responsive Design"": 68, ""Web Performance"": 29, ""VS Code"": 34, ""Chrome DevTools"": 60, ""Webpack"": 66, ""npm/yarn"": 64, ""Figma (Basic)"": 32, ""GitHub"": 61, ""Problem Solving"": 80, ""Collaboration"": 80, ""Attention to Detail"": 65, ""Time Management"": 80}"
USR-2471,Frontend Developer,Pemula,9.2,Kompetitif,0.7265,Significant Gap,JavaScript,HTML,Git,123.0,"{""HTML"": 0, ""CSS"": 41, ""JavaScript"": 0, ""TypeScript"": 33, ""React"": 40, ""Vue.js"": 30, ""REST API"": 40, ""Git"": 2, ""Responsive Design"": 13, ""Web Performance"": 43, ""VS Code"": 47, ""Chrome DevTools"": 35, ""Webpack"": 26, ""npm/yarn"": 0, ""Figma (Basic)"": 22, ""GitHub"": 50, ""Problem Solving"": 50, ""Collaboration"": 15, ""Attention to Detail"": 50, ""Time Management"": 14}"
USR-2472,Frontend Developer,Pemula,20.3,Normal,0.6889,Significant Gap,VS Code,TypeScript,CSS,38.5,"{""HTML"": 47, ""CSS"": 23, ""JavaScript"": 41, ""TypeScript"": 5, ""React"": 25, ""Vue.js"": 32, ""REST API"": 43, ""Git"": 36, ""Responsive Design"": 26, ""Web Performance"": 32, ""VS Code"": 7, ""Chrome DevTools"": 38, ""Webpack"": 28, ""npm/yarn"": 38, ""Figma (Basic)"": 34, ""GitHub"": 21, ""Problem Solving"": 43, ""Collaboration"": 46, ""Attention to Detail"": 33, ""Time Management"": 20}"
USR-2473,Frontend Developer,Pemula,17.4,,0.7082,Significant Gap,React,VS Code,GitHub,59.0,"{""HTML"": 32, ""CSS"": 38, ""JavaScript"": 42, ""TypeScript"": 50, ""React"": 0, ""Vue.js"": 50, ""REST API"": 44, ""Git"": 50, ""Responsive Design"": 20, ""Web Performance"": 28, ""VS Code"": 11, ""Chrome DevTools"": 6, ""Webpack"": 17, ""npm/yarn"": 39, ""Figma (Basic)"": 13, ""GitHub"": 17, ""Problem Solving"": 34, ""Collaboration"": 26, ""Attention to Detail"": 31, ""Time Management"": 32}"
USR-2474,Frontend Developer,Menengah,13.5,Kompetitif,0.4111,Needs Work,VS Code,Git,JavaScript,45.8,"{""HTML"": 68, ""CSS"": 72, ""JavaScript"": 50, ""TypeScript"": 42, ""React"": 67, ""Vue.js"": 67, ""REST API"": 53, ""Git"": 39, ""Responsive Design"": 60, ""Web Performance"": 61, ""VS Code"": 31, ""Chrome DevTools"": 64, ""Webpack"": 61, ""npm/yarn"": 76, ""Figma (Basic)"": 73, ""GitHub"": 50, ""Problem Solving"": 70, ""Collaboration"": 60, ""Attention to Detail"": 63, ""Time Management"": 60}"
USR-2475,Frontend Developer,Beginner,10.6,Normal,0.193,Ready,CSS,JavaScript,React,23.4,"{""HTML"": 79, ""CSS"": 59, ""JavaScript"": 69, ""TypeScript"": 100, ""React"": 69, ""Vue.js"": 84, ""REST API"": 95, ""Git"": 100, ""Responsive Design"": 80, ""Web Performance"": 89, ""VS Code"": 68, ""Chrome DevTools"": 69, ""Webpack"": 100, ""npm/yarn"": 90, ""Figma (Basic)"": 50, ""GitHub"": 72, ""Problem Solving"": 77, ""Collaboration"": 100, ""Attention to Detail"": 73, ""Time Management"": 96}"
USR-2476,Frontend Developer,Beginner,13.3,Booming,0.7295,Significant Gap,React,HTML,JavaScript,63.7,"{""HTML"": 21, ""CSS"": 31, ""JavaScript"": 30, ""TypeScript"": 21, ""React"": 8, ""Vue.js"": 32, ""REST API"": 38, ""Git"": 30, ""Responsive Design"": 22, ""Web Performance"": 19, ""VS Code"": 19, ""Chrome DevTools"": 31, ""Webpack"": 14, ""npm/yarn"": 21, ""Figma (Basic)"": 15, ""GitHub"": 44, ""Problem Solving"": 45, ""Collaboration"": 43, ""Attention to Detail"": 22, ""Time Management"": 25}"
USR-2477,Frontend Developer,Lanjutan,4.2,,0.2212,Almost Ready,Responsive Design,JavaScript,HTML,69.3,"{""HTML"": 62, ""CSS"": 81, ""JavaScript"": 61, ""TypeScript"": 93, ""React"": 82, ""Vue.js"": 50, ""REST API"": 72, ""Git"": 66, ""Responsive Design"": 51, ""Web Performance"": 88, ""VS Code"": 86, ""Chrome DevTools"": 88, ""Webpack"": 93, ""npm/yarn"": 90, ""Figma (Basic)"": 80, ""GitHub"": 76, ""Problem Solving"": 85, ""Collaboration"": 83, ""Attention to Detail"": 100, ""Time Management"": 80}"
USR-2478,Frontend Developer,Lanjutan,7.8,,0.1442,Ready,CSS,JavaScript,Vue.js,24.1,"{""HTML"": 95, ""CSS"": 63, ""JavaScript"": 73, ""TypeScript"": 89, ""React"": 100, ""Vue.js"": 54, ""REST API"": 77, ""Git"": 86, ""Responsive Design"": 88, ""Web Performance"": 100, ""VS Code"": 71, ""Chrome DevTools"": 70, ""Webpack"": 86, ""npm/yarn"": 100, ""Figma (Basic)"": 77, ""GitHub"": 89, ""Problem Solving"": 91, ""Collaboration"": 98, ""Attention to Detail"": 100, ""Time Management"": 100}"
USR-2479,Frontend Developer,Menengah,60.0,Kompetitif,0.408,Needs Work,GitHub,VS Code,Web Performance,50.1,"{""HTML"": 48, ""CSS"": 73, ""JavaScript"": 61, ""TypeScript"": 54, ""React"": 66, ""Vue.js"": 63, ""REST API"": 49, ""Git"": 71, ""Responsive Design"": 71, ""Web Performance"": 20, ""VS Code"": 35, ""Chrome DevTools"": 70, ""Webpack"": 49, ""npm/yarn"": 74, ""Figma (Basic)"": 66, ""GitHub"": 34, ""Problem Solving"": 79, ""Collaboration"": 65, ""Attention to Detail"": 80, ""Time Management"": 46}"
USR-2480,Frontend Developer,Menengah,16.1,normal,0.4467,Needs Work,JavaScript,npm/yarn,VS Code,44.3,{bad_json
USR-2481,Frontend Developer,Menengah,60.0,Kompetitif ,0.4545,Needs Work,GitHub,npm/yarn,REST API,25.4,"{""HTML"": 57, ""CSS"": 67, ""JavaScript"": 54, ""TypeScript"": 44, ""React"": 65, ""Vue.js"": 45, ""REST API"": 37, ""Git"": 49, ""Responsive Design"": 64, ""Web Performance"": 54, ""VS Code"": 76, ""Chrome DevTools"": 63, ""Webpack"": 54, ""npm/yarn"": 34, ""Figma (Basic)"": 78, ""GitHub"": 20, ""Problem Solving"": 47, ""Collaboration"": 73, ""Attention to Detail"": 58, ""Time Management"": 57}"
USR-2482,Frontend Developer,Pemula,13.9,Kompetitif,0.7106,Significant Gap,HTML,JavaScript,CSS,78.8,"{""HTML"": 9, ""CSS"": 13, ""JavaScript"": 14, ""TypeScript"": 32, ""React"": 38, ""Vue.js"": 50, ""REST API"": 37, ""Git"": 30, ""Responsive Design"": 50, ""Web Performance"": 29, ""VS Code"": 31, ""Chrome DevTools"": 49, ""Webpack"": 29, ""npm/yarn"": 13, ""Figma (Basic)"": 16, ""GitHub"": 36, ""Problem Solving"": 32, ""Collaboration"": 15, ""Attention to Detail"": 25, ""Time Management"": 36}"
USR-2483,Frontend Developer,Lanjutan,12.5,Normal,0.1796,Ready,npm/yarn,VS Code,REST API,15.2,"{""HTML"": 86, ""CSS"": 100, ""JavaScript"": 72, ""TypeScript"": 92, ""React"": 100, ""Vue.js"": 62, ""REST API"": 64, ""Git"": 81, ""Responsive Design"": 85, ""Web Performance"": 100, ""VS Code"": 64, ""Chrome DevTools"": 75, ""Webpack"": 77, ""npm/yarn"": 53, ""Figma (Basic)"": 87, ""GitHub"": 75, ""Problem Solving"": 94, ""Collaboration"": 98, ""Attention to Detail"": 93, ""Time Management"": 77}"
USR-2484,Frontend Developer,Menengah,12.8,Normal,0.3957,Almost Ready,React,GitHub,npm/yarn,36.7,"{""HTML"": 73, ""CSS"": 79, ""JavaScript"": 56, ""TypeScript"": 68, ""React"": 39, ""Vue.js"": 48, ""REST API"": 47, ""Git"": 71, ""Responsive Design"": 80, ""Web Performance"": 80, ""VS Code"": 66, ""Chrome DevTools"": 70, ""Webpack"": 46, ""npm/yarn"": 37, ""Figma (Basic)"": 64, ""GitHub"": 37, ""Problem Solving"": 74, ""Collaboration"": 49, ""Attention to Detail"": 55, ""Time Management"": 63}"
USR-2485,Frontend Developer,Menengah,5.2,Kompetitif,0.3918,Almost Ready,GitHub,HTML,Time Management,101.3,"{""HTML"": 46, ""CSS"": 73, ""JavaScript"": 80, ""TypeScript"": 72, ""React"": 64, ""Vue.js"": 60, ""REST API"": 50, ""Git"": 65, ""Responsive Design"": 72, ""Web Performance"": 70, ""VS Code"": 72, ""Chrome DevTools"": 54, ""Webpack"": 44, ""npm/yarn"": 75, ""Figma (Basic)"": 64, ""GitHub"": 33, ""Problem Solving"": 57, ""Collaboration"": 52, ""Attention to Detail"": 76, ""Time Management"": 32}"
USR-2486,Frontend Developer,Lanjutan,3.0,Booming,0.2338,Almost Ready,TypeScript,JavaScript,HTML,80.7,"{""HTML"": 69, ""CSS"": 79, ""JavaScript"": 69, ""TypeScript"": 53, ""React"": 67, ""Vue.js"": 73, ""REST API"": 71, ""Git"": 86, ""Responsive Design"": 79, ""Web Performance"": 78, ""VS Code"": 94, ""Chrome DevTools"": 61, ""Webpack"": 75, ""npm/yarn"": 79, ""Figma (Basic)"": 76, ""GitHub"": 84, ""Problem Solving"": 96, ""Collaboration"": 75, ""Attention to Detail"": 85, ""Time Management"": 81}"
USR-2487,Frontend Developer,Menengah,8.9,Booming,0.4071,Needs Work,npm/yarn,GitHub,CSS,39.7,"{""HTML"": 80, ""CSS"": 55, ""JavaScript"": 72, ""TypeScript"": 59, ""React"": 56, ""Vue.js"": 35, ""REST API"": 52, ""Git"": 80, ""Responsive Design"": 63, ""Web Performance"": 56, ""VS Code"": 55, ""Chrome DevTools"": 62, ""Webpack"": 72, ""npm/yarn"": 31, ""Figma (Basic)"": 23, ""GitHub"": 36, ""Problem Solving"": 79, ""Collaboration"": 64, ""Attention to Detail"": 61, ""Time Management"": 69}"
USR-2488,Frontend Developer,,18.8,Kompetitif,0.6729,Significant Gap,HTML,Git,TypeScript,55.2,"{""HTML"": 15, ""CSS"": 30, ""JavaScript"": 38, ""TypeScript"": 0, ""React"": 22, ""Vue.js"": 25, ""REST API"": 38, ""Git"": 12, ""Responsive Design"": 36, ""Web Performance"": 29, ""VS Code"": 49, ""Chrome DevTools"": 50, ""Webpack"": 38, ""npm/yarn"": 41, ""Figma (Basic)"": 32, ""GitHub"": 42, ""Problem Solving"": 50, ""Collaboration"": 36, ""Attention to Detail"": 39, ""Time Management"": 32}"
USR-2489,Frontend Developer,Menengah,14.2,Normal,0.4639,unknown,VS Code,Responsive Design,Git,,"{""HTML"": 60, ""CSS"": 48, ""JavaScript"": 65, ""TypeScript"": 41, ""React"": 61, ""Vue.js"": 54, ""REST API"": 56, ""Git"": 45, ""Responsive Design"": 39, ""Web Performance"": 38, ""VS Code"": 32, ""Chrome DevTools"": 45, ""Webpack"": 69, ""npm/yarn"": 64, ""Figma (Basic)"": 48, ""GitHub"": 50, ""Problem Solving"": 54, ""Collaboration"": 80, ""Attention to Detail"": 58, ""Time Management"": 64}"
USR-2490,Frontend Developer,,7.8,Normal,0.1765,Ready,CSS,Chrome DevTools,GitHub,25.0,"{""HTML"": 82, ""CSS"": 50, ""JavaScript"": 86, ""TypeScript"": 100, ""React"": 79, ""Vue.js"": 77, ""REST API"": 88, ""Git"": 86, ""Responsive Design"": 80, ""Web Performance"": 87, ""VS Code"": 84, ""Chrome DevTools"": 61, ""Webpack"": 64, ""npm/yarn"": 95, ""Figma (Basic)"": 99, ""GitHub"": 66, ""Problem Solving"": 100, ""Collaboration"": 83, ""Attention to Detail"": 98, ""Time Management"": 88}"
USR-2491,Frontend Developer,,3.0,,0.4633,Needs Work,React,CSS,Chrome DevTools,229.0,"{""HTML"": 52, ""CSS"": 34, ""JavaScript"": 66, ""TypeScript"": 52, ""React"": 28, ""Vue.js"": 60, ""REST API"": 44, ""Git"": 52, ""Responsive Design"": 71, ""Web Performance"": 74, ""VS Code"": 78, ""Chrome DevTools"": 23, ""Webpack"": 52, ""npm/yarn"": 44, ""Figma (Basic)"": 45, ""GitHub"": 47, ""Problem Solving"": 61, ""Collaboration"": 79, ""Attention to Detail"": 61, ""Time Management"": 53}"
USR-2492,Frontend Developer,Pemula,15.1,Booming,0.6962,Significant Gap,HTML,TypeScript,JavaScript,43.5,"{""HTML"": 5, ""CSS"": 50, ""JavaScript"": 27, ""TypeScript"": 6, ""React"": 22, ""Vue.js"": 18, ""REST API"": 13, ""Git"": 31, ""Responsive Design"": 50, ""Web Performance"": 50, ""VS Code"": 36, ""Chrome DevTools"": 16, ""Webpack"": 33, ""npm/yarn"": 44, ""Figma (Basic)"": 0, ""GitHub"": 32, ""Problem Solving"": 50, ""Collaboration"": 43, ""Attention to Detail"": 21, ""Time Management"": 50}"
USR-2493,Frontend Developer,Menengah,8.3,Kompetitif,0.4078,Needs Work,VS Code,React,JavaScript,82.1,"{""HTML"": 58, ""CSS"": 65, ""JavaScript"": 45, ""TypeScript"": 61, ""React"": 33, ""Vue.js"": 51, ""REST API"": 67, ""Git"": 54, ""Responsive Design"": 76, ""Web Performance"": 65, ""VS Code"": 28, ""Chrome DevTools"": 77, ""Webpack"": 71, ""npm/yarn"": 74, ""Figma (Basic)"": 75, ""GitHub"": 72, ""Problem Solving"": 52, ""Collaboration"": 72, ""Attention to Detail"": 47, ""Time Management"": 52}"
USR-2494,Frontend Developer,Pemula,17.6,Kompetitif,0.7318,Significant Gap,Problem Solving,GitHub,React,62.8,"{""HTML"": 33, ""CSS"": 25, ""JavaScript"": 29, ""TypeScript"": 40, ""React"": 14, ""Vue.js"": 13, ""REST API"": 22, ""Git"": 24, ""Responsive Design"": 35, ""Web Performance"": 50, ""VS Code"": 18, ""Chrome DevTools"": 21, ""Webpack"": 38, ""npm/yarn"": 29, ""Figma (Basic)"": 32, ""GitHub"": 7, ""Problem Solving"": 8, ""Collaboration"": 41, ""Attention to Detail"": 19, ""Time Management"": 50}"
USR-2495,Frontend Developer,Menengah,,Kompetitif,0.4606,Needs Work,HTML,Responsive Design,React,101.6,"{""HTML"": 27, ""CSS"": 58, ""JavaScript"": 54, ""TypeScript"": 48, ""React"": 34, ""Vue.js"": 41, ""REST API"": 47, ""Git"": 53, ""Responsive Design"": 26, ""Web Performance"": 75, ""VS Code"": 80, ""Chrome DevTools"": 49, ""Webpack"": 52, ""npm/yarn"": 38, ""Figma (Basic)"": 46, ""GitHub"": 74, ""Problem Solving"": 78, ""Collaboration"": 57, ""Attention to Detail"": 64, ""Time Management"": 80}"
USR-2496,Frontend Developer,,10.4,Kompetitif,0.459,Needs Work,VS Code,JavaScript,CSS,69.2,"{""HTML"": 60, ""CSS"": 42, ""JavaScript"": 41, ""TypeScript"": 80, ""React"": 44, ""Vue.js"": 44, ""REST API"": 55, ""Git"": 66, ""Responsive Design"": 36, ""Web Performance"": 51, ""VS Code"": 26, ""Chrome DevTools"": 43, ""Webpack"": 66, ""npm/yarn"": 54, ""Figma (Basic)"": 60, ""GitHub"": 75, ""Problem Solving"": 72, ""Collaboration"": 47, ""Attention to Detail"": 70, ""Time Management"": 53}"
USR-2497,Frontend Developer,Menengah,11.7,Normal,0.4924,Needs Work,npm/yarn,Collaboration,HTML,45.6,"{""HTML"": 43, ""CSS"": 51, ""JavaScript"": 61, ""TypeScript"": 34, ""React"": 79, ""Vue.js"": 50, ""REST API"": 40, ""Git"": 80, ""Responsive Design"": 37, ""Web Performance"": 45, ""VS Code"": 50, ""Chrome DevTools"": 47, ""Webpack"": 62, ""npm/yarn"": 21, ""Figma (Basic)"": 36, ""GitHub"": 63, ""Problem Solving"": 51, ""Collaboration"": 30, ""Attention to Detail"": 70, ""Time Management"": 55}"
USR-2498,Frontend Developer,Lanjutan,3.6,Normal,0.2369,Almost Ready,CSS,JavaScript,Webpack,81.1,"{""HTML"": 79, ""CSS"": 61, ""JavaScript"": 67, ""TypeScript"": 87, ""React"": 72, ""Vue.js"": 70, ""REST API"": 100, ""Git"": 79, ""Responsive Design"": 76, ""Web Performance"": 76, ""VS Code"": 71, ""Chrome DevTools"": 81, ""Webpack"": 53, ""npm/yarn"": 73, ""Figma (Basic)"": 63, ""GitHub"": 74, ""Problem Solving"": 81, ""Collaboration"": 90, ""Attention to Detail"": 83, ""Time Management"": 83}"
USR-2499,Frontend Developer,Lanjutan,13.6,Kompetitif,0.1843,Ready,CSS,JavaScript,HTML,22.8,"{""HTML"": 68, ""CSS"": 58, ""JavaScript"": 68, ""TypeScript"": 97, ""React"": 95, ""Vue.js"": 74, ""REST API"": 79, ""Git"": 91, ""Responsive Design"": 92, ""Web Performance"": 51, ""VS Code"": 83, ""Chrome DevTools"": 81, ""Webpack"": 92, ""npm/yarn"": 87, ""Figma (Basic)"": 89, ""GitHub"": 75, ""Problem Solving"": 87, ""Collaboration"": 90, ""Attention to Detail"": 100, ""Time Management"": 73}"
USR-2500,Frontend Developer,Menengah,13.0,Booming,0.4162,Needs Work,VS Code,React,npm/yarn,29.7,"{""HTML"": 80, ""CSS"": 70, ""JavaScript"": 60, ""TypeScript"": 49, ""React"": 42, ""Vue.js"": 56, ""REST API"": 53, ""Git"": 80, ""Responsive Design"": 64, ""Web Performance"": 52, ""VS Code"": 32, ""Chrome DevTools"": 57, ""Webpack"": 62, ""npm/yarn"": 42, ""Figma (Basic)"": 50, ""GitHub"": 50, ""Problem Solving"": 67, ""Collaboration"": 52, ""Attention to Detail"": 60, ""Time Management"": 80}"
